AAcomp_A,AAcomp_R,AAcomp_N,AAcomp_D,AAcomp_C,AAcomp_Q,AAcomp_E,AAcomp_G,AAcomp_H,AAcomp_I,AAcomp_L,AAcomp_K,AAcomp_M,AAcomp_F,AAcomp_P,AAcomp_S,AAcomp_T,AAcomp_W,AAcomp_Y,AAcomp_V,AAindex_ARGP820101_avg,AAindex_BULH740101_avg,AAindex_CHAM820102_avg,AAindex_CIDH920105_avg,AAindex_EISD840101_avg,AAindex_EISD860101_avg,AAindex_EISD860102_avg,AAindex_EISD860103_avg,AAindex_FAUJ830101_avg,AAindex_GOLD730101_avg,AAindex_GUYH850101_avg,AAindex_HOPT810101_avg,AAindex_JANJ790102_avg,AAindex_JOND750101_avg,AAindex_KYTJ820101_avg,AAindex_LAWE840101_avg,AAindex_LEVM760101_avg,AAindex_MANP780101_avg,AAindex_MIYS850101_avg,AAindex_NOZY710101_avg,AAindex_OOBM770101_avg,AAindex_OOBM770102_avg,AAindex_OOBM770103_avg,AAindex_OOBM770104_avg,AAindex_OOBM770105_avg,AAindex_OOBM850103_avg,AAindex_OOBM850104_avg,AAindex_PONP800101_avg,AAindex_PONP800102_avg,AAindex_PONP800103_avg,AAindex_PRAM900101_avg,AAindex_RADA880101_avg,AAindex_RADA880102_avg,AAindex_RADA880103_avg,AAindex_RADA880104_avg,AAindex_RADA880105_avg,AAindex_ROBB790101_avg,AAindex_ROSM880101_avg,AAindex_ROSM880102_avg,AAindex_SIMZ760101_avg,AAindex_SWER830101_avg,AAindex_VHEG790101_avg,AAindex_WERD780102_avg,AAindex_WERD780103_avg,AAindex_WERD780104_avg,AAindex_YUTK870101_avg,AAindex_YUTK870102_avg,AAindex_YUTK870103_avg,AAindex_YUTK870104_avg,AAindex_ZIMJ680101_avg,AAindex_PONP930101_avg,AAindex_WILM950101_avg,AAindex_WILM950102_avg,AAindex_WILM950103_avg,AAindex_WILM950104_avg,AAindex_KUHL950101_avg,AAindex_JURD980101_avg,AAindex_WOLR790101_avg,AAindex_KIDA850101_avg,AAindex_COWR900101_avg,AAindex_BLAS910101_avg,AAindex_CASG920101_avg,AAindex_ENGD860101_avg,AAindex_FASG890101_avg,class
0.381,0.1891,0.1432,0.6088,0.2065,0.2383,0.5793,0.376,0.2936,0.097,0.2099,0.1703,0.1338,0.2992,0.2564,0.7771,0.5832,0,0.0425,0.3146,0.0415,0.8732,0.3685,0.0774,0.3376,0.2103,0.2768,0.2328,0.2012,0,0.7116,0.691,0.4725,0.0419,0.4642,0.2016,0.6939,0.4661,0.1505,0.137,0.5469,0.1838,0.7678,0.8402,0.802,0.4488,0.8019,0.195,0.5067,0.3097,0.59,0.2391,0.2092,0.7595,0.3826,0.535,0.1136,0.5239,0.7081,0.0477,0.1452,0.5351,0.3651,0.3596,0.431,0.3088,0.4105,0.7786,0.7679,0.061,0.1827,0.1243,0.1909,0.4771,0.4136,0.7815,0.2784,0.3854,0.7122,0.4487,0.1237,0.2346,0.5896,0.7748,F
0.381,0.4962,0.0923,0.3679,0.1116,0.2048,0.2585,0.5152,0.3244,0.1523,0.3319,0.0823,0.1294,0.2992,0.2267,0.3631,0.4855,0.4309,0.3042,0.4097,0.4013,0.6385,0.2278,0.4484,0.4975,0.4792,0.3631,0.5413,0.4786,0.3528,0.4928,0.4157,0.5402,0.495,0.4857,0.5158,0.4198,0.4392,0.4746,0.4577,0.3244,0.2859,0.3903,0.5235,0.6507,0.395,0.5461,0.4919,0.5289,0.568,0.4132,0.4462,0.5067,0.6617,0.48,0.5927,0.4503,0.5239,0.4972,0.3863,0.4315,0.5351,0.3651,0.3427,0.5921,0.4697,0.3736,0.4943,0.4928,0.2918,0.51,0.3711,0.5769,0.4771,0.4136,0.5062,0.4614,0.5267,0.459,0.4602,0.4501,0.5825,0.4128,0.4965,F
0.1185,0.26,0.2085,0.293,0.0691,0.1773,0.3584,0.376,0.0878,0.3754,0.2336,0.5384,0.1867,0.1727,0.078,0.3497,0.2983,0.1333,0.3042,0.1241,0.4954,0.6604,0.6343,0.4914,0.1819,0.4792,0.627,0.4625,0.174,0.4525,0.4928,0.6188,0.1894,0.366,0.4642,0.2714,0.668,0.1983,0.4746,0.3902,0.8349,0.8478,0.7625,0.3786,0.2856,0.4339,0.575,0.2012,0.1928,0.1808,0.7904,0.1455,0.5067,0.1303,0.131,0.1216,0.3529,0.8635,0.92,0.3759,0.3814,0.7298,0.9142,0.6677,0.1777,0.393,0.373,0.6566,0.7069,0.3368,0.2814,0.4446,0.2396,0.4612,0.6469,0.8692,0.1356,0.1322,0.8126,0.1254,0.2215,0.3088,0.7901,0.769,F
0.381,0.4391,0.194,0.5094,0,0.2214,0.3584,0.5841,0.2005,0.2782,0.3278,0.0362,0.2339,0.3947,0.2267,0.3497,0.2943,0.2741,0.4057,0.3849,0.5119,0.5017,0.3586,0.5561,0.483,0.4792,0.2839,0.5469,0.5334,0.4803,0.4928,0.3223,0.697,0.495,0.5669,0.6153,0.3302,0.5139,0.5402,0.6057,0.2901,0.3153,0.4669,0.4704,0.6354,0.5213,0.6379,0.4953,0.5758,0.6066,0.3532,0.5338,0.5663,0.7043,0.6069,0.7038,0.5362,0.4098,0.5501,0.5178,0.5821,0.5351,0.4252,0.5394,0.5972,0.3987,0.4092,0.6566,0.5609,0.4527,0.5118,0.4446,0.6533,0.4771,0.2599,0.4344,0.4614,0.6228,0.3599,0.5643,0.4501,0.6581,0.353,0.4309,F
0.381,0.2089,0.3115,0.2355,0.1116,0.3456,0.3584,0.3393,0.3852,0.5157,0.3598,0.2744,0.2373,0.2992,0.169,0.4633,0.2819,0.1231,0.3042,0.256,0.5499,0.4486,0.5175,0.4914,0.483,0.4792,0.3478,0.458,0.5251,0.5543,0.4928,0.3399,0.5683,0.495,0.4865,0.5906,0.3684,0.4661,0.5406,0.5179,0.4378,0.5022,0.4168,0.3206,0.3556,0.5249,0.4409,0.4953,0.5622,0.5664,0.4081,0.4492,0.628,0.3473,0.4706,0.4685,0.6342,0.4839,0.5286,0.5687,0.6126,0.4261,0.3651,0.5291,0.5403,0.5791,0.6189,0.6566,0.7916,0.5263,0.5743,0.5066,0.5302,0.4771,0.5541,0.4789,0.4959,0.4995,0.4794,0.43,0.5125,0.6041,0.4078,0.4504,F
0.5661,0.6713,0.2085,0.1719,0.1116,0.2214,0.3584,0.4111,0.2842,0.0821,0.5251,0.1923,0.1008,0.3886,0.3423,0.3497,0.0732,0.2878,0.3042,0.359,0.6005,0.5017,0.2796,0.543,0.425,0.4389,0.6064,0.4811,0.4422,0.5194,0.5641,0.505,0.498,0.6011,0.4487,0.6385,0.5047,0.4661,0.4746,0.5576,0.4424,0.5028,0.4188,0.3294,0.402,0.4488,0.5947,0.4915,0.4945,0.4999,0.5787,0.4001,0.4243,0.4974,0.48,0.535,0.4997,0.5084,0.5729,0.6059,0.5244,0.6355,0.2629,0.416,0.4282,0.4697,0.2908,0.6566,0.3407,0.4527,0.5271,0.4471,0.7287,0.2311,0.2445,0.5873,0.4614,0.4335,0.4872,0.4777,0.4441,0.5236,0.5784,0.5174,C
0.38,0.2187,0.2527,0.4551,0.1543,0.132,0.3192,0.3724,0.209,0.453,0.3554,0.3772,0.2339,0.2992,0.2267,0.3497,0.444,0.0397,0.1322,0.33,0.4954,0.5271,0.4355,0.476,0.4972,0.4463,0.3815,0.4769,0.4224,0.4303,0.4857,0.4993,0.5381,0.457,0.5079,0.4231,0.5296,0.4683,0.4432,0.46,0.4443,0.3433,0.5242,0.5798,0.6102,0.4488,0.3797,0.4953,0.4955,0.4933,0.4788,0.4492,0.519,0.5885,0.5282,0.6083,0.4608,0.5304,0.5501,0.4966,0.5198,0.5351,0.5047,0.4391,0.5491,0.4697,0.5666,0.7704,0.7755,0.4532,0.5118,0.4153,0.4914,0.4771,0.5361,0.5117,0.4614,0.5455,0.5582,0.4487,0.4314,0.5107,0.4786,0.5245,C
0.381,0.4477,0.1676,0.2908,0.1507,0.1934,0.3881,0.387,0.2828,0.252,0.3653,0.1382,0.1755,0.319,0.2267,0.2984,0.3732,0.0894,0.3042,0.3146,0.4635,0.5271,0.4476,0.4914,0.488,0.4678,0.4129,0.4594,0.4606,0.4359,0.5026,0.4271,0.5765,0.4639,0.4787,0.5206,0.4397,0.4661,0.4752,0.5062,0.3967,0.3765,0.4669,0.4499,0.5221,0.4032,0.6332,0.5055,0.525,0.542,0.4618,0.4419,0.4652,0.552,0.4512,0.535,0.501,0.5123,0.5605,0.4788,0.5213,0.5351,0.377,0.4662,0.5364,0.4697,0.396,0.5505,0.5492,0.4528,0.5362,0.4328,0.5321,0.4598,0.2856,0.563,0.4632,0.4949,0.4834,0.4595,0.4501,0.5725,0.4615,0.5012,F
0.381,0.1609,0.3411,0.3989,0.1116,0.3154,0.3584,0.376,0.0499,0.3466,0.556,0.4283,0.1594,0.4918,0.0555,0.4012,0.3088,0,0.4044,0.2019,0.4954,0.4093,0.6646,0.5455,0.5031,0.5295,0.4092,0.4625,0.4866,0.5852,0.4164,0.4103,0.4952,0.5393,0.513,0.5191,0.4546,0.4661,0.4746,0.5179,0.4424,0.4772,0.5241,0.3711,0.3525,0.4488,0.3552,0.5044,0.5078,0.5133,0.4668,0.5043,0.632,0.3778,0.48,0.5314,0.5243,0.5148,0.5501,0.4966,0.6397,0.4163,0.4975,0.6126,0.5242,0.5966,0.6745,0.8178,0.8283,0.5616,0.5118,0.5814,0.6187,0.3964,0.5301,0.5104,0.516,0.5173,0.5078,0.4487,0.5299,0.5184,0.4666,0.4718,F
0.381,0.2714,0.2085,0.405,0.112,0.2373,0.375,0.2329,0.2277,0.2896,0.4928,0.2209,0.1939,0.2708,0.2025,0.3497,0.343,0.1556,0.2419,0.3336,0.4545,0.4808,0.4878,0.4682,0.4807,0.4853,0.3734,0.4625,0.4722,0.4476,0.4674,0.4426,0.5402,0.495,0.471,0.5423,0.4593,0.4487,0.4794,0.5188,0.4522,0.4195,0.4669,0.4047,0.4129,0.4488,0.5138,0.4953,0.5115,0.5381,0.4685,0.4329,0.5233,0.4264,0.48,0.5007,0.48,0.5239,0.5295,0.4782,0.5272,0.5351,0.3839,0.4441,0.4494,0.5256,0.586,0.713,0.717,0.4527,0.4931,0.4672,0.5283,0.5762,0.4136,0.5689,0.4852,0.4601,0.5164,0.4452,0.4322,0.4914,0.4681,0.5016,F
0.2545,0.3786,0.2085,0.3081,0.1116,0.2214,0.3584,0.4655,0.0653,0.3118,0.4693,0.2652,0.2085,0.375,0.2178,0.3497,0.2522,0.1487,0.2973,0.2639,0.4852,0.4899,0.4469,0.4861,0.483,0.4811,0.4376,0.4625,0.4829,0.5038,0.4928,0.4207,0.5402,0.495,0.4805,0.63,0.4445,0.4661,0.4932,0.5222,0.4383,0.4523,0.4486,0.4423,0.509,0.4488,0.4639,0.4903,0.5067,0.5515,0.4489,0.4492,0.5094,0.5116,0.4686,0.535,0.501,0.5113,0.5364,0.4888,0.5673,0.5041,0.3651,0.4961,0.5884,0.4697,0.5221,0.6105,0.6178,0.452,0.5121,0.5046,0.554,0.4055,0.4846,0.5052,0.4614,0.5043,0.4884,0.4659,0.4929,0.5218,0.4486,0.4936,F
0.4418,0.6391,0.1411,0.3859,0.1116,0.2685,0.2636,0.4393,0.248,0.0819,0.4965,0,0.1131,0.2326,0.2267,0.3497,0.4106,0.0539,0.251,0.4297,0.3511,0.5863,0.3147,0.4367,0.483,0.4792,0.4489,0.4828,0.4498,0.364,0.5346,0.4352,0.601,0.495,0.4856,0.5628,0.4443,0.4589,0.4746,0.5179,0.3616,0.3551,0.4002,0.5029,0.6072,0.2941,0.7404,0.5178,0.552,0.5881,0.4727,0.38,0.3892,0.6306,0.4301,0.5326,0.4486,0.5239,0.5501,0.3824,0.5198,0.6242,0.3001,0.349,0.5433,0.3004,0.3807,0.3618,0.3698,0.3649,0.5118,0.4446,0.6125,0.404,0.2313,0.5862,0.4665,0.4627,0.4975,0.4684,0.4149,0.5377,0.4723,0.4874,F
0.381,0.3926,0.2085,0.3904,0.1058,0.2717,0.4381,0.376,0.1075,0.4975,0.2559,0.2589,0.267,0.2992,0.0997,0.3322,0.4985,0.2178,0.1451,0.3146,0.417,0.5828,0.4499,0.45,0.4591,0.4792,0.4932,0.4761,0.4149,0.3802,0.5386,0.5192,0.5402,0.4172,0.4722,0.4122,0.5536,0.5005,0.4614,0.4726,0.4424,0.4698,0.4448,0.5092,0.5929,0.4488,0.4073,0.5143,0.5067,0.5298,0.5167,0.4134,0.4543,0.516,0.4549,0.5177,0.5151,0.5824,0.583,0.4032,0.5198,0.5596,0.3287,0.3433,0.5818,0.4665,0.4248,0.6566,0.6,0.353,0.5434,0.4446,0.4697,0.4771,0.5547,0.5893,0.4718,0.4924,0.604,0.4487,0.382,0.5222,0.5164,0.5375,C
0.381,0,0.2085,0.543,0.1116,0.1574,0.3584,0.2576,0.1662,0.3118,0.2268,0.4125,0.2653,0.2992,0.2267,0.4107,0.3853,0,0.3042,0.252,0.4954,0.7149,0.6032,0.2353,0.3659,0.4792,0.3786,0.2964,0.2433,0.2261,0.6408,0.7742,0.3976,0.495,0.4642,0.2156,0.7687,0.2886,0.2537,0.2361,0.6419,0.3579,0.4669,0.6814,0.5588,0.6009,0.5809,0.4953,0.3018,0.2938,0.7011,0.3106,0.3023,0.5538,0.4189,0.5173,0.501,0.7137,0.6764,0.3121,0.2178,0.7138,0.3572,0.3672,0.2894,0.5745,0.4926,0.9881,0.9658,0.326,0.2622,0.2396,0.2147,0.6837,0.5931,0.7637,0.3222,0.4924,0.7316,0.3149,0.4501,0.2437,0.701,0.7144,F
0.3997,0.1715,0.2085,0.4725,0,0.2214,0.3584,0.3484,0.355,0.6671,0.2856,0.2002,0.2339,0.2427,0.2267,0.4386,0.4571,0.0898,0.3042,0.3146,0.4714,0.5087,0.4729,0.5222,0.5847,0.4792,0.2756,0.4848,0.4987,0.446,0.4312,0.3923,0.6312,0.4718,0.4642,0.4456,0.4202,0.4661,0.5163,0.5469,0.3903,0.3657,0.4343,0.4763,0.5324,0.6461,0.44,0.5514,0.5067,0.5529,0.3964,0.5204,0.6108,0.4974,0.5689,0.6163,0.501,0.5239,0.5501,0.4936,0.5315,0.417,0.4288,0.4299,0.5705,0.6143,0.614,0.6566,0.8293,0.457,0.5889,0.4899,0.5321,0.5826,0.4136,0.495,0.5474,0.4924,0.5051,0.4487,0.4501,0.5911,0.3962,0.4684,F
0.429,0.4179,0.1007,0.2997,0,0.149,0.5327,0.3656,0.1179,0.2387,0.3929,0.2395,0.6276,0.3871,0.2267,0.3497,0.1367,0.2686,0.3042,0.3146,0.4954,0.4496,0.386,0.5682,0.5132,0.5582,0.4981,0.5646,0.5018,0.5258,0.4452,0.4757,0.5402,0.495,0.4642,0.6638,0.4753,0.5551,0.5764,0.588,0.4057,0.4378,0.4669,0.3458,0.3977,0.5189,0.4774,0.5578,0.5666,0.5868,0.4844,0.4923,0.5124,0.4768,0.5053,0.535,0.5488,0.455,0.5501,0.5943,0.5757,0.5375,0.1379,0.4486,0.5,0.4867,0.4168,0.6566,0.5821,0.4527,0.5436,0.4673,0.5594,0.4771,0.3919,0.5137,0.505,0.5165,0.4545,0.5534,0.4501,0.5242,0.4841,0.4721,C
0.2964,0.3188,0.2291,0.4445,0.1116,0.3125,0.3966,0.3223,0.1845,0.4267,0.4024,0.333,0.1071,0.3371,0.2267,0.2538,0.3758,0.1529,0.297,0.3146,0.5268,0.4987,0.5396,0.4908,0.4353,0.4411,0.4952,0.4625,0.4249,0.5123,0.4928,0.5004,0.5402,0.495,0.4222,0.4888,0.5246,0.4595,0.4621,0.5179,0.4424,0.5863,0.507,0.3665,0.3778,0.4488,0.4675,0.4647,0.4617,0.4576,0.5691,0.4014,0.5266,0.4974,0.4425,0.535,0.501,0.5239,0.598,0.544,0.5198,0.5589,0.3651,0.4403,0.4517,0.5051,0.5122,0.6715,0.6749,0.4527,0.5015,0.4923,0.5549,0.4203,0.4136,0.6047,0.422,0.425,0.5794,0.4487,0.4156,0.4771,0.5688,0.5346,F
0.2217,0.1963,0.2081,0.4867,0,0.077,0.3886,0.4155,0.061,0.3876,0.4074,0.4125,0.3242,0.25,0.2267,0.3497,0.2825,0,0.8017,0.3146,0.6653,0.356,0.7269,0.5808,0.483,0.5445,0.4457,0.4625,0.464,0.6301,0.4727,0.4616,0.4615,0.6661,0.4677,0.6891,0.4751,0.523,0.4746,0.6304,0.5083,0.5697,0.4744,0.362,0.387,0.395,0.574,0.5449,0.5256,0.507,0.5185,0.5082,0.6068,0.4103,0.48,0.535,0.5726,0.4916,0.5501,0.4966,0.6561,0.5351,0.3651,0.4686,0.3896,0.5777,0.5503,0.799,0.802,0.6796,0.5266,0.4446,0.4634,0.4486,0.4016,0.5328,0.4614,0.4924,0.5015,0.4487,0.5373,0.4851,0.5186,0.5195,C
0.3874,0.1253,0.2398,0.4001,0.1596,0.2047,0.2412,0.3617,0.2917,0.4123,0.3317,0.3511,0.1725,0.2992,0.2343,0.2603,0.576,0,0.1968,0.5078,0.4784,0.5271,0.4124,0.4914,0.5687,0.5363,0.2692,0.5445,0.4817,0.4732,0.4261,0.4129,0.5402,0.4788,0.5639,0.4914,0.4309,0.5415,0.4624,0.5179,0.3766,0.2655,0.4764,0.6053,0.6464,0.4488,0.4132,0.5827,0.5762,0.5626,0.3898,0.5687,0.5586,0.6361,0.608,0.6861,0.501,0.4432,0.4812,0.4966,0.5198,0.4184,0.4365,0.378,0.5576,0.5982,0.6381,0.8722,0.8793,0.4945,0.5118,0.4108,0.4652,0.5769,0.4136,0.4238,0.4614,0.6333,0.511,0.4487,0.4501,0.5521,0.3897,0.4802,C
0.0833,0.1033,0.3194,0.4075,0.8684,0.1013,0.3409,0.2485,0.0802,0.371,0.1437,0.398,0.1706,0.2992,0.2229,0.3963,0.6195,0.2435,0.3246,0.4052,0.5436,0.5579,0.8393,0.4914,0.4797,0.4792,0.3216,0.4625,0.5201,0.485,0.3808,0.4399,0.5756,0.5444,0.4819,0.4421,0.4551,0.5029,0.4662,0.4386,0.4424,0.4252,0.4459,0.4674,0.5106,0.4442,0.3948,0.4953,0.638,0.645,0.4402,0.4741,0.4784,0.3992,0.4973,0.535,0.56,0.5265,0.5501,0.4693,0.5198,0.5634,0.5021,0.4252,0.5531,0.5625,0.5352,0.8646,0.8463,0.477,0.5118,0.4446,0.5321,0.4771,0.7734,0.4731,0.4614,0.4924,0.4915,0.4392,0.4723,0.6474,0.4402,0.4295,F
0.1636,0.121,0.2085,0.389,0.0653,0.2214,0.3584,0.1404,0.1491,0.511,0.5785,0.2916,0.1058,0.4577,0.1474,0.604,0.4182,0.1007,0.2682,0.2261,0.5837,0.3257,0.5546,0.5818,0.583,0.6114,0.3087,0.4625,0.581,0.6219,0.3497,0.332,0.5921,0.495,0.5702,0.6225,0.3578,0.5276,0.5871,0.6503,0.4424,0.4527,0.4396,0.3084,0.3088,0.5701,0.3175,0.5465,0.5067,0.5783,0.3702,0.5484,0.5067,0.3669,0.5516,0.5523,0.607,0.4676,0.5501,0.6296,0.6707,0.5351,0.4901,0.619,0.5336,0.4697,0.7505,0.857,0.87,0.5905,0.5118,0.6606,0.6742,0.4771,0.6861,0.4559,0.4614,0.5476,0.4415,0.5275,0.5697,0.5694,0.37,0.4093,F
0.395,0.0926,0.2806,0.3878,0.0404,0.2724,0.3275,0.3438,0.1644,0.3326,0.2992,0.3893,0.2841,0.3203,0.2284,0.368,0.4762,0.2184,0.3042,0.3146,0.4802,0.5271,0.4613,0.4914,0.5013,0.5228,0.3213,0.4251,0.4295,0.4795,0.4928,0.4446,0.4902,0.495,0.4261,0.4933,0.4609,0.3853,0.4109,0.5179,0.503,0.4019,0.5706,0.4877,0.4869,0.4321,0.4243,0.4953,0.5067,0.429,0.4524,0.4887,0.5067,0.4974,0.48,0.535,0.4322,0.5083,0.5557,0.4877,0.5198,0.4528,0.3651,0.5556,0.496,0.521,0.5583,0.881,0.8842,0.4527,0.4229,0.4167,0.4469,0.4829,0.4141,0.5307,0.4281,0.5279,0.5324,0.4053,0.4501,0.4534,0.4522,0.5819,F
0.381,0.2919,0.2502,0.4451,0.1116,0.2777,0.3584,0.3221,0.12,0.2234,0.3023,0.2225,0.2552,0.328,0.2267,0.3951,0.2985,0.1215,0.2831,0.4781,0.4513,0.5597,0.4309,0.4836,0.483,0.4876,0.3355,0.4727,0.453,0.4431,0.4711,0.4259,0.5748,0.4518,0.4642,0.511,0.4415,0.4823,0.4651,0.5073,0.4174,0.3639,0.4732,0.5116,0.5701,0.4378,0.5666,0.5134,0.5067,0.5594,0.442,0.476,0.5046,0.4974,0.5317,0.6065,0.4349,0.5044,0.5387,0.4966,0.5185,0.4916,0.3966,0.4718,0.5145,0.4441,0.4961,0.689,0.7019,0.4079,0.5118,0.4307,0.4996,0.4161,0.4136,0.5129,0.4614,0.54,0.4984,0.4487,0.4688,0.521,0.4418,0.5114,F
0.2512,0.4813,0.2251,0.7019,0.1116,0.2214,0.5138,0.2452,0.1318,0.0254,0.3431,0.238,0.4209,0.3966,0.171,0.2172,0.2716,0.3337,0.4891,0.3775,0.4954,0.5337,0.6735,0.4226,0.3036,0.4792,0.6262,0.3043,0.3322,0.4122,0.4928,0.6011,0.3678,0.495,0.2726,0.4673,0.6118,0.3571,0.4746,0.5544,0.6334,0.7531,0.5372,0.2077,0.1933,0.2474,0.7668,0.3944,0.4036,0.4237,0.7287,0.4492,0.4304,0.2127,0.3455,0.3509,0.4171,0.7262,0.5501,0.4966,0.4758,0.7709,0.2345,0.4085,0.2359,0.3372,0.3117,0.4864,0.4855,0.4527,0.3959,0.3909,0.4465,0.375,0.2848,0.7958,0.2763,0.23,0.6232,0.3809,0.2897,0.371,0.7282,0.6055,C
0.2863,0.2629,0.209,0.4444,0.1004,0.3737,0.3036,0.376,0.2449,0.2006,0.4,0.2486,0.2339,0.3683,0.1928,0.4412,0.4257,0.4029,0.3097,0.2268,0.4954,0.5175,0.5367,0.4914,0.4526,0.4792,0.3997,0.4218,0.4727,0.4586,0.4835,0.4142,0.5069,0.4704,0.4642,0.5262,0.4331,0.3921,0.4753,0.5621,0.4921,0.5094,0.4669,0.2961,0.305,0.4488,0.4953,0.4953,0.4633,0.5015,0.4781,0.4492,0.5067,0.3165,0.48,0.4549,0.4861,0.5239,0.5611,0.4753,0.519,0.5275,0.3222,0.4666,0.4597,0.4586,0.5275,0.7071,0.7065,0.3754,0.5118,0.4446,0.5321,0.5486,0.3906,0.5915,0.4032,0.4135,0.5071,0.4154,0.4297,0.4927,0.4777,0.5236,F
0.322,0.1996,0.1764,0.3375,0.1017,0.1631,0.3568,0.2882,0.155,0.448,0.3865,0.3263,0.2198,0.2992,0.2584,0.4148,0.4788,0.1569,0.3658,0.2349,0.4954,0.4128,0.508,0.4914,0.483,0.5824,0.3677,0.5192,0.5308,0.5855,0.434,0.4007,0.5402,0.495,0.5208,0.6373,0.41,0.4661,0.5217,0.5897,0.4316,0.4378,0.4481,0.3843,0.4208,0.4488,0.3919,0.5135,0.5253,0.5407,0.4066,0.5356,0.5999,0.4974,0.5419,0.535,0.5642,0.4495,0.4635,0.6342,0.6075,0.4447,0.3629,0.5288,0.5454,0.4697,0.5721,0.6566,0.7872,0.5877,0.531,0.5316,0.5912,0.4771,0.5169,0.4749,0.4614,0.5552,0.4579,0.5059,0.5438,0.548,0.4065,0.4833,C
0.6414,0.2364,0.1899,0.5329,0.0657,0.2528,0.3584,0.3722,0.3671,0.3118,0.4958,0.0903,0.2339,0.1643,0.204,0.3497,0.6444,0.304,0.3042,0.3146,0.4181,0.5271,0.3905,0.5156,0.6155,0.4792,0.2014,0.57,0.5473,0.4214,0.4928,0.3169,0.7008,0.495,0.5711,0.4509,0.3328,0.4884,0.5241,0.5179,0.2857,0.1503,0.4669,0.5132,0.5856,0.5044,0.4806,0.4953,0.5067,0.5624,0.3201,0.5669,0.6062,0.4974,0.6402,0.7199,0.4805,0.4185,0.5501,0.459,0.5198,0.3965,0.4639,0.4117,0.5682,0.5466,0.5878,0.7527,0.7558,0.4527,0.5715,0.4446,0.5321,0.5571,0.244,0.4569,0.5543,0.4924,0.3938,0.5219,0.5149,0.6295,0.3196,0.4221,C
0.1867,0.2828,0.3408,0.4637,0.2358,0.2214,0.4666,0.2227,0.0798,0.3118,0.4545,0.5044,0.1699,0.0983,0.2267,0.2959,0.0309,0,0.5655,0.2219,0.4954,0.369,0.7975,0.4914,0.4236,0.4792,0.5898,0.4625,0.4387,0.671,0.5157,0.5589,0.4163,0.495,0.4625,0.555,0.5892,0.5849,0.515,0.5696,0.5748,0.6771,0.4669,0.3423,0.3373,0.6602,0.416,0.5833,0.5517,0.4971,0.6495,0.4492,0.5767,0.2707,0.48,0.4618,0.6508,0.5239,0.5501,0.731,0.606,0.6134,0.4343,0.2969,0.3017,0.6672,0.5746,0.7293,0.7296,0.7269,0.5937,0.4997,0.4672,0.5539,0.4136,0.5894,0.4714,0.4209,0.5847,0.4375,0.4603,0.5308,0.6495,0.4837,F
0.3533,0.3731,0.2085,0.3291,0.1116,0.1431,0.4148,0.2186,0.1511,0.3118,0.4684,0.2614,0.2339,0.6611,0.168,0.2956,0.3891,0.1147,0.4077,0.3146,0.4954,0.4196,0.603,0.5479,0.4677,0.5184,0.491,0.4715,0.4935,0.5575,0.4094,0.419,0.5402,0.5698,0.4604,0.5612,0.4406,0.4656,0.5517,0.6264,0.4856,0.5564,0.4669,0.2319,0.2409,0.4,0.5061,0.4882,0.506,0.5286,0.4995,0.4224,0.5587,0.3222,0.4183,0.4275,0.5452,0.5386,0.5412,0.5892,0.6362,0.5286,0.4457,0.7048,0.5135,0.4794,0.4632,0.6018,0.6031,0.4527,0.5238,0.5768,0.7046,0.4297,0.4405,0.578,0.4614,0.4219,0.4738,0.4823,0.4923,0.5542,0.4993,0.4631,F
0.381,0.4064,0.219,0.3799,0.1116,0.1749,0.278,0.4293,0.1693,0.1691,0.313,0.2084,0.0983,0.2992,0.2481,0.3497,0.5945,0.2338,0.218,0.381,0.4954,0.642,0.2747,0.3537,0.4253,0.4792,0.4082,0.4059,0.3735,0.3293,0.6006,0.484,0.5108,0.3167,0.4097,0.4643,0.5029,0.4661,0.4746,0.4172,0.456,0.3771,0.5197,0.5749,0.647,0.3027,0.5539,0.3708,0.4053,0.4511,0.4771,0.4492,0.5067,0.4974,0.4177,0.5113,0.3421,0.597,0.5501,0.3372,0.4183,0.5734,0.3651,0.4494,0.533,0.3273,0.397,0.5678,0.573,0.2767,0.5118,0.3432,0.5321,0.404,0.4136,0.6114,0.4062,0.4537,0.5817,0.3679,0.3728,0.4427,0.4767,0.6241,F
0.3978,0.3438,0.1716,0.2358,0.1599,0.1026,0.4561,0.5609,0.2088,0.3118,0.2899,0.2303,0.1975,0.2285,0.2967,0.2293,0.3048,0.2467,0.2113,0.3146,0.5561,0.5305,0.3776,0.4914,0.5581,0.4792,0.3708,0.5668,0.4981,0.483,0.4644,0.4351,0.5402,0.495,0.4642,0.5777,0.4391,0.5711,0.4746,0.5161,0.4424,0.3452,0.4669,0.5096,0.6164,0.5956,0.4738,0.4953,0.5888,0.5856,0.4289,0.4492,0.4861,0.6354,0.5388,0.535,0.501,0.4256,0.4861,0.5315,0.5199,0.5351,0.3192,0.4279,0.5672,0.4697,0.4287,0.6638,0.6595,0.4746,0.5769,0.4446,0.5321,0.4742,0.4524,0.4472,0.5309,0.5977,0.4589,0.5165,0.4999,0.6013,0.4288,0.4682,C
